chapter,questions,label
505,the magnitude of the quake on the northern portion of the Hayward Fault is the,0
505,the largest earthquake ever recorded,0
505,"in the san francisco bay area, how much shaking is expected for different ground",0
505,a population density is a,0
505,a landslide can occur when,0
506,what type of ground is best for the large structures to be on?,1
506,older buildings need to do this in order to withstand an earthquake.,1
506,which of these helps to make buildings safer during an earthquake?,1
506,why do fires start during an earthquake?,1
506,what can be done to prevent fire damage in a quake?,1
506,what should be done to a house?,0
506,fires start because,0
506,fires are,0
506,which of the following is true about a building?,0
506,"if a structure is built on soft ground, it must",0
506,the first floor of the San Francisco building is collapsing after the,0
506,which of the following is a requirement of building codes?,0
506,what is used to hold down sway?,0
506,what is the role of the swaying of buildings?,0
506,older buildings can be retrofitted with,0
507,the pacific ocean basin has a lot of earthquakes because it is surrounded by,1
507,the u.s. geological survey lists five since,0
507,about 80% of all earthquakes strike around the pacific ocean basin because it is lined,0
508,earthquakes at convergent plate boundaries are largest,1
508,a lithosphere plunges through the mantle.,0
508,the philippines plate and the pacific plate subduct beneath oceanic crust,0
509,the boundary between the pacific and north american plates is the,1
509,the loma prieta earthquake,1
509,magnitude 7.1 earthquake,0
509,the boundary between the pacific and north american plates runs through most of California as the,0
509,why do you think this is so?,0
509,"in this video, the boundaries between",0
510,"relative to oceanic crust, continental crust is",1
510,earths crust is,1
510,oceanic crust is,1
510,the oceanic crust is mostly made of magma that has the composition of this rock.,1
510,continental crust is made up of,1
510,what is the main substance that coats the seafloor?,0
510,which of the following is true?,0
510,which of the following is a mineral composition of calcareous rock?,0
510,the crust of the earth is,0
510,which of the following is a characteristic of crust?,0
510,sediments that form on the ocean floor are,0
510,the gabbro is deformed because of,0
510,"when filled with water, these basins form the planets oceans.",0
510,continental crust is made up of,0
510,the oceanic crust is,0
511,the layers of earth from inside to out are,1
511,this layer is made up of both crust and uppermost mantle.,1
511,continental crust is,1
511,the core is,1
511,the core of the earth makes up about,0
511,which of the following is a way to get a picture of a sand,0
511,the lithosphere is composed of,0
511,which of the following is a division of crust?,0
511,"the mantle is a hot, ultramafic rock.",0
511,the sun is responsible for,0
511,the asthenosphere is,0
511,The core of a sand arc is,0
512,scientists know that the mantle is made of the rock peridotite because,1
512,put in order of how convection currents in the mantle move. i. the material that moved up cools and sinks back down into the mantle. ii. the bottom layer of the mantle material rises and spreads horizontally. iii. the mantle material near the core is heated. iv. the bottom layer of the mantle becomes less dense.,1
512,this layer heats up the mantle.,1
512,the temperature of material near the surface __________ because __________.,1
512,which of the following is not true about ultramafic rocks?,1
512,the material that travels horizontally is heated by the,0
512,the location where warm mantle material rises is,0
512,the material that is near the core of a rock,0
512,which of the following is a crystal?,0
512,"when warm material reaches the surface, it",0
512,the most important thing about the mantle is that it is,0
512,heat flows in,0
512,heat is transferred through rapid collisions of,0
512,the core of the earths mantle is heated by,0
512,which of the following is a mineral that is made of silicate minerals?,0
513,"if two plates at a plate boundary are sliding past each other, what type of boundary is it?",1
513,"when two continents split apart, this forms.",1
513,how do scientists determine where the plate boundaries are?,1
513,which of the following is true?,0
513,which of the following is a historical event?,0
513,question: Why did the famine in the u.s. occur?,0
513,the features found at the plate boundaries include,0
513,which of the following is true about the ocean floor?,0
513,the movement of plates over earths surface is called,0
514,which of these are characteristics of an effusive eruption?,1
514,which of these is not made by mafic magma?,1
514,"this type of lava forms a thick and brittle crust that forms into rough, jagged pieces.",1
514,mafic lava that flows into the sea or a lake will form,1
514,the magma that reaches the surface and erupts through a vent is,0
514,a ridge is made of,0
514,which of the following is true about aa lava?,0
514,"hawaii has a lot of volcanic activity, but most of the volcanic activity",0
514,which of the following is true about the lava tubes in the hawaiian,0
514,effusive eruptions produce,0
514,a quicktime movie of a lava stream within the vent of a h,0
514,magma is pushed toward the surface through,0
515,the organisms referred to as luca was,1
515,prokaryotes consist of,1
515,why did photosynthesis made earth more favorable for life?,1
